country_code,month_end_date,proxy_code,raw_value,paper_proxy_name,source_name,build_status,exact_replication_flag
SWE,2001-12-31,DIV_PREMIUM,0.2831528116152756,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-01-31,DIV_PREMIUM,0.1612835821061409,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-02-28,DIV_PREMIUM,0.12463388411036802,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-03-31,DIV_PREMIUM,0.12068040315439865,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-04-30,DIV_PREMIUM,0.2285086235166517,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-05-31,DIV_PREMIUM,0.14515221550477198,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-06-30,DIV_PREMIUM,0.06401395565156476,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-07-31,DIV_PREMIUM,0.1765005657650508,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-08-31,DIV_PREMIUM,0.16375544873614012,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-09-30,DIV_PREMIUM,0.2651389974402467,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-10-31,DIV_PREMIUM,0.2655147584162042,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-11-30,DIV_PREMIUM,0.228745624531824,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2002-12-31,DIV_PREMIUM,0.36278797223831255,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-01-31,DIV_PREMIUM,0.4154683974685282,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-02-28,DIV_PREMIUM,0.3683865726736018,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-03-31,DIV_PREMIUM,0.3256144323798236,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-04-30,DIV_PREMIUM,0.18088412585101765,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-05-31,DIV_PREMIUM,0.07919701162707338,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-06-30,DIV_PREMIUM,0.09623462941535121,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-07-31,DIV_PREMIUM,0.0834881878256839,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-08-31,DIV_PREMIUM,0.009666518564491855,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-09-30,DIV_PREMIUM,-0.04251094049938531,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-10-31,DIV_PREMIUM,-0.0251310157925958,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-11-30,DIV_PREMIUM,-0.03429931241952755,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2003-12-31,DIV_PREMIUM,-0.017139935910185033,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-01-31,DIV_PREMIUM,-0.10259824114551397,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-02-29,DIV_PREMIUM,-0.05758539609348756,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-03-31,DIV_PREMIUM,0.009398844023043917,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-04-30,DIV_PREMIUM,-0.02613544521786504,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-05-31,DIV_PREMIUM,-0.12708863600723297,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-06-30,DIV_PREMIUM,-0.06742672122966642,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-07-31,DIV_PREMIUM,-0.04872463416298889,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-08-31,DIV_PREMIUM,0.06184967971653177,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-09-30,DIV_PREMIUM,0.08819386745642999,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-10-31,DIV_PREMIUM,0.053677658177326615,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-11-30,DIV_PREMIUM,0.1117231525731639,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2004-12-31,DIV_PREMIUM,0.1746237855637215,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-01-31,DIV_PREMIUM,0.1175408367555767,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-02-28,DIV_PREMIUM,-0.00018957737751446047,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-03-31,DIV_PREMIUM,-0.09556575319698979,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-04-30,DIV_PREMIUM,-0.04571500790246241,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-05-31,DIV_PREMIUM,-0.07571922720844726,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-06-30,DIV_PREMIUM,-0.19823205696016433,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-07-31,DIV_PREMIUM,-0.2689474433915495,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-08-31,DIV_PREMIUM,-0.3544196786031839,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-09-30,DIV_PREMIUM,-0.26261460282978377,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-10-31,DIV_PREMIUM,-0.2425074121029842,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-11-30,DIV_PREMIUM,-0.2926360315507488,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2005-12-31,DIV_PREMIUM,-0.3029740834695005,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-01-31,DIV_PREMIUM,-0.3652318065549489,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-02-28,DIV_PREMIUM,-0.2955805192065022,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-03-31,DIV_PREMIUM,-0.3210056189460615,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-04-30,DIV_PREMIUM,-0.36852794461877547,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-05-31,DIV_PREMIUM,-0.1808679383860674,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-06-30,DIV_PREMIUM,-0.15835090197269253,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-07-31,DIV_PREMIUM,-0.21188215996140858,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-08-31,DIV_PREMIUM,-0.13407165415922528,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-09-30,DIV_PREMIUM,-0.2026032388478647,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-10-31,DIV_PREMIUM,-0.11326702752690743,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-11-30,DIV_PREMIUM,-0.19524116957676463,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2006-12-31,DIV_PREMIUM,-0.2107074328479297,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-01-31,DIV_PREMIUM,-0.13493554030142696,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-02-28,DIV_PREMIUM,-0.10000391166072764,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-03-31,DIV_PREMIUM,-0.11223095153766205,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-04-30,DIV_PREMIUM,-0.1473868962970375,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-05-31,DIV_PREMIUM,-0.19521325494719877,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-06-30,DIV_PREMIUM,-0.16313946793523226,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-07-31,DIV_PREMIUM,-0.12344389339563322,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-08-31,DIV_PREMIUM,0.04488686422014565,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-09-30,DIV_PREMIUM,0.17523657744521182,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-10-31,DIV_PREMIUM,0.1677622052598846,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-11-30,DIV_PREMIUM,0.18140192344572958,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2007-12-31,DIV_PREMIUM,0.22804148506810207,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-01-31,DIV_PREMIUM,0.15379487542727732,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-02-29,DIV_PREMIUM,0.14994674701412491,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-03-31,DIV_PREMIUM,0.037275675590270785,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-04-30,DIV_PREMIUM,-0.009754313180260876,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-05-31,DIV_PREMIUM,-1.231874700925156,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-06-30,DIV_PREMIUM,-0.6328034714514541,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-07-31,DIV_PREMIUM,-0.5158695603166036,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-08-31,DIV_PREMIUM,-0.5674798713068547,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-09-30,DIV_PREMIUM,-0.3410446595732374,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-10-31,DIV_PREMIUM,-0.28673061390260224,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-11-30,DIV_PREMIUM,0.06897673627945289,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2008-12-31,DIV_PREMIUM,0.06656784253270442,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-01-31,DIV_PREMIUM,0.04959380909022948,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-02-28,DIV_PREMIUM,0.009810766056358444,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-03-31,DIV_PREMIUM,-0.10366008276317773,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-04-30,DIV_PREMIUM,-0.5177813573919722,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-05-31,DIV_PREMIUM,-0.9040573167341116,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-06-30,DIV_PREMIUM,-0.8025945514159658,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-07-31,DIV_PREMIUM,-0.6914297015372477,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-08-31,DIV_PREMIUM,-0.5680929128988712,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-09-30,DIV_PREMIUM,-0.3129350024459132,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-10-31,DIV_PREMIUM,-0.3179641315094075,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-11-30,DIV_PREMIUM,-0.3201624114969961,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2009-12-31,DIV_PREMIUM,-0.42776381422555043,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-01-31,DIV_PREMIUM,-0.5540979561216972,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-02-28,DIV_PREMIUM,-0.38464911186153894,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-03-31,DIV_PREMIUM,-0.4631246233228088,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-04-30,DIV_PREMIUM,-0.5885793392185994,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-05-31,DIV_PREMIUM,-0.7552014793104878,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-06-30,DIV_PREMIUM,-0.5444127384189319,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-07-31,DIV_PREMIUM,-0.446707202752068,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-08-31,DIV_PREMIUM,-0.2940012048450067,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-09-30,DIV_PREMIUM,-0.48352536968150184,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-10-31,DIV_PREMIUM,-0.6709738903191567,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-11-30,DIV_PREMIUM,-0.6293392211467579,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2010-12-31,DIV_PREMIUM,-0.7583823968727004,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-01-31,DIV_PREMIUM,-0.7081665998542361,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-02-28,DIV_PREMIUM,-0.789785637805011,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-03-31,DIV_PREMIUM,-0.9173863526931909,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-04-30,DIV_PREMIUM,-0.8153250533313383,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-05-31,DIV_PREMIUM,-1.1294530176686648,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-06-30,DIV_PREMIUM,-1.0155111472302032,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-07-31,DIV_PREMIUM,-1.0106745719949197,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-08-31,DIV_PREMIUM,-1.229652025403675,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-09-30,DIV_PREMIUM,-1.7371063792966894,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-10-31,DIV_PREMIUM,-2.0776489972195864,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-11-30,DIV_PREMIUM,-1.8331507760376669,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2011-12-31,DIV_PREMIUM,-2.123960378510373,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-01-31,DIV_PREMIUM,-1.9309998989288892,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-02-29,DIV_PREMIUM,-1.915357663687668,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-03-31,DIV_PREMIUM,-1.8145232074973403,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-04-30,DIV_PREMIUM,-1.82540835350045,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-05-31,DIV_PREMIUM,-1.9145984498691777,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-06-30,DIV_PREMIUM,-1.8841549051588067,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-07-31,DIV_PREMIUM,-1.9171465555021068,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-08-31,DIV_PREMIUM,-1.9625595225991708,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-09-30,DIV_PREMIUM,-1.744141037747917,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-10-31,DIV_PREMIUM,-1.74654975613007,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-11-30,DIV_PREMIUM,-1.5714794303947466,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2012-12-31,DIV_PREMIUM,-1.4944959293412852,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-01-31,DIV_PREMIUM,-1.6460707151493423,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-02-28,DIV_PREMIUM,-1.5714713747468385,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-03-31,DIV_PREMIUM,-1.6292817765001468,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-04-30,DIV_PREMIUM,-1.7661687744709786,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-05-31,DIV_PREMIUM,-1.3983516431956744,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-06-30,DIV_PREMIUM,-1.674482462756133,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-07-31,DIV_PREMIUM,-1.5901898774379217,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-08-31,DIV_PREMIUM,-1.4999954842302357,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-09-30,DIV_PREMIUM,-1.5010545331163268,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
SWE,2013-10-31,DIV_PREMIUM,-1.4255710645765345,DIV_PREMIUM,mart_characteristics_monthly: value-weighted dividend payer premium from D_PAYER and BE_ME,adapted,False
